match_id,season,round,venue,home_team,away_team,url,is_playoff
8171,2017-2018,10,GGL Stadium,Montpellier Hérault Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8171-montpellier-toulouse,0
8172,2017-2018,10,Stade du Hameau,Section Paloise,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8172-pau-brive,0
8173,2017-2018,10,Stade Chaban-Delmas,Union Bordeaux-Bègles,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8173-bordeaux-begles-agen,0
8174,2017-2018,10,Stade Jean-Bouin,Stade Français Paris,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8174-paris-oyonnax,0
8175,2017-2018,10,Stade Mayol,RC Toulon,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j10/8175-toulon-racing-92,0
8176,2017-2018,11,Stade Pierre-Fabre,Castres Olympique,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8176-castres-toulon,0
8177,2017-2018,11,Stade Charles-Mathon,Oyonnax Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8177-oyonnax-clermont,0
8178,2017-2018,11,Stade Marcel-Deflandre,Stade Rochelais,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8178-la-rochelle-pau,0
8179,2017-2018,11,Stade Armandie,SU Agen,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8179-agen-paris,0
8180,2017-2018,11,Stade Chaban-Delmas,Union Bordeaux-Bègles,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8180-bordeaux-begles-brive,0
8181,2017-2018,11,Paris La Défense Arena,Racing 92,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8181-racing-92-montpellier,0
8182,2017-2018,11,Stade de Gerland,LOU Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j11/8182-lyon-toulouse,0
8183,2017-2018,12,Stade Marcel-Deflandre,Stade Rochelais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8183-la-rochelle-montpellier,0
8184,2017-2018,12,Stade Amédée-Domenech,CA Brive,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8184-brive-oyonnax,0
8185,2017-2018,12,Stade du Hameau,Section Paloise,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8185-pau-bordeaux-begles,0
8186,2017-2018,12,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8186-toulouse-castres,0
8187,2017-2018,12,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8187-toulon-lyon,0
8188,2017-2018,12,Stade Marcel-Michelin,ASM Clermont,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8188-clermont-agen,0
8189,2017-2018,12,Stade Jean-Bouin,Stade Français Paris,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j12/8189-paris-racing-92,0
8190,2017-2018,13,Paris La Défense Arena,Racing 92,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8190-racing-92-toulouse,0
8191,2017-2018,13,Stade Armandie,SU Agen,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8191-agen-brive,0
8192,2017-2018,13,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8192-bordeaux-begles-la-rochelle,0
8193,2017-2018,13,GGL Stadium,Montpellier Hérault Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8193-montpellier-lyon,0
8194,2017-2018,13,Stade Pierre-Fabre,Castres Olympique,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8194-castres-paris,0
8195,2017-2018,13,Stade Mayol,RC Toulon,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8195-toulon-oyonnax,0
8196,2017-2018,13,Stade du Hameau,Section Paloise,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j13/8196-pau-clermont,0
8197,2017-2018,14,Stade Marcel-Deflandre,Stade Rochelais,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8197-la-rochelle-agen,0
8198,2017-2018,14,Stade Jean-Bouin,Stade Français Paris,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8198-paris-bordeaux-begles,0
8199,2017-2018,14,Stade Amédée-Domenech,CA Brive,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8199-brive-montpellier,0
8200,2017-2018,14,Stade Charles-Mathon,Oyonnax Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8200-oyonnax-racing-92,0
8201,2017-2018,14,Stade Ernest-Wallon,Stade Toulousain,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8201-toulouse-toulon,0
8202,2017-2018,14,Stade de Gerland,LOU Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8202-lyon-pau,0
8203,2017-2018,14,Stade Marcel-Michelin,ASM Clermont,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j14/8203-clermont-castres,0
8204,2017-2018,15,Stade Chaban-Delmas,Union Bordeaux-Bègles,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8204-bordeaux-begles-lyon,0
8205,2017-2018,15,Stade Amédée-Domenech,CA Brive,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8205-brive-toulon,0
8206,2017-2018,15,Stade Charles-Mathon,Oyonnax Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8206-oyonnax-la-rochelle,0
8207,2017-2018,15,Stade Armandie,SU Agen,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8207-agen-castres,0
8208,2017-2018,15,GGL Stadium,Montpellier Hérault Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8208-montpellier-paris,0
8209,2017-2018,15,Stade du Hameau,Section Paloise,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8209-pau-toulouse,0
8210,2017-2018,15,Paris La Défense Arena,Racing 92,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j15/8210-racing-92-clermont,0
8211,2017-2018,16,Stade Mayol,RC Toulon,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8211-toulon-bordeaux-begles,0
8212,2017-2018,16,Stade de Gerland,LOU Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8212-lyon-agen,0
8213,2017-2018,16,Stade Marcel-Deflandre,Stade Rochelais,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8213-la-rochelle-brive,0
8214,2017-2018,16,Stade Ernest-Wallon,Stade Toulousain,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8214-toulouse-oyonnax,0
8215,2017-2018,16,Stade Pierre-Fabre,Castres Olympique,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8215-castres-racing-92,0
8216,2017-2018,16,Stade Jean-Bouin,Stade Français Paris,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8216-paris-pau,0
8217,2017-2018,16,Stade Marcel-Michelin,ASM Clermont,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j16/8217-clermont-montpellier,0
8218,2017-2018,17,Stade Mayol,RC Toulon,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8218-toulon-paris,0
8219,2017-2018,17,Stade Amédée-Domenech,CA Brive,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8219-brive-pau,0
8220,2017-2018,17,Stade Charles-Mathon,Oyonnax Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8220-oyonnax-montpellier,0
8221,2017-2018,17,Stade Armandie,SU Agen,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8221-agen-toulouse,0
8222,2017-2018,17,Stade de Gerland,LOU Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8222-lyon-clermont,0
8223,2017-2018,17,Stade Chaban-Delmas,Union Bordeaux-Bègles,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8223-bordeaux-begles-castres,0
8224,2017-2018,17,Paris La Défense Arena,Racing 92,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j17/8224-racing-92-la-rochelle,0
8225,2017-2018,18,GGL Stadium,Montpellier Hérault Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8225-montpellier-bordeaux-begles,0
8226,2017-2018,18,Stade Marcel-Michelin,ASM Clermont,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8226-clermont-oyonnax,0
8227,2017-2018,18,Stade Pierre-Fabre,Castres Olympique,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8227-castres-lyon,0
8228,2017-2018,18,Stade Jean-Bouin,Stade Français Paris,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8228-paris-agen,0
8229,2017-2018,18,Stade du Hameau,Section Paloise,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8229-pau-racing-92,0
8230,2017-2018,18,Stade Ernest-Wallon,Stade Toulousain,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8230-toulouse-brive,0
8231,2017-2018,18,Stade Marcel-Deflandre,Stade Rochelais,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j18/8231-la-rochelle-toulon,0
8232,2017-2018,19,Stade de Gerland,LOU Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8232-lyon-toulon,0
8233,2017-2018,19,Stade Pierre-Fabre,Castres Olympique,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8233-castres-pau,0
8234,2017-2018,19,Paris La Défense Arena,Racing 92,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8234-racing-92-brive,0
8235,2017-2018,19,Stade Armandie,SU Agen,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8235-agen-montpellier,0
8236,2017-2018,19,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8236-bordeaux-begles-toulouse,0
8237,2017-2018,19,Stade Charles-Mathon,Oyonnax Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8237-oyonnax-paris,0
8238,2017-2018,19,Stade Marcel-Michelin,ASM Clermont,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j19/8238-clermont-la-rochelle,0
8239,2017-2018,20,GGL Stadium,Montpellier Hérault Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8239-montpellier-racing-92,0
8240,2017-2018,20,Stade Mayol,RC Toulon,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8240-toulon-agen,0
8241,2017-2018,20,Stade du Hameau,Section Paloise,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8241-pau-la-rochelle,0
8242,2017-2018,20,Stade Chaban-Delmas,Union Bordeaux-Bègles,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8242-bordeaux-begles-oyonnax,0
8243,2017-2018,20,Stade Amédée-Domenech,CA Brive,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8243-brive-clermont,0
8244,2017-2018,20,Stade Jean-Bouin,Stade Français Paris,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8244-paris-castres,0
8245,2017-2018,20,Stade Ernest-Wallon,Stade Toulousain,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j20/8245-toulouse-lyon,0
8246,2017-2018,21,Paris La Défense Arena,Racing 92,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8246-racing-92-paris,0
8247,2017-2018,21,Stade Charles-Mathon,Oyonnax Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8247-oyonnax-toulon,0
8248,2017-2018,21,Stade Marcel-Deflandre,Stade Rochelais,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8248-la-rochelle-lyon,0
8249,2017-2018,21,Stade Armandie,SU Agen,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8249-agen-bordeaux-begles,0
8250,2017-2018,21,Stade Marcel-Michelin,ASM Clermont,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8250-clermont-pau,0
8251,2017-2018,21,Stade Pierre-Fabre,Castres Olympique,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8251-castres-brive,0
8252,2017-2018,21,Stade Ernest-Wallon,Stade Toulousain,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j21/8252-toulouse-montpellier,0
8253,2017-2018,22,Stade Marcel-Deflandre,Stade Rochelais,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8253-la-rochelle-bordeaux-begles,0
8254,2017-2018,22,Stade Jean-Bouin,Stade Français Paris,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8254-paris-toulouse,0
8255,2017-2018,22,Stade Amédée-Domenech,CA Brive,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8255-brive-agen,0
8256,2017-2018,22,Stade du Hameau,Section Paloise,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8256-pau-oyonnax,0
8257,2017-2018,22,GGL Stadium,Montpellier Hérault Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8257-montpellier-castres,0
8258,2017-2018,22,Stade Mayol,RC Toulon,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8258-toulon-clermont,0
8259,2017-2018,22,Stade de Gerland,LOU Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j22/8259-lyon-racing-92,0
8260,2017-2018,23,Stade Pierre-Fabre,Castres Olympique,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8260-castres-toulouse,0
8261,2017-2018,23,Stade Amédée-Domenech,CA Brive,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8261-brive-lyon,0
8262,2017-2018,23,Stade Jean-Bouin,Stade Français Paris,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8262-paris-clermont,0
8263,2017-2018,23,Stade Chaban-Delmas,Union Bordeaux-Bègles,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8263-bordeaux-begles-pau,0
8264,2017-2018,23,Stade Armandie,SU Agen,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8264-agen-oyonnax,0
8265,2017-2018,23,GGL Stadium,Montpellier Hérault Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8265-montpellier-la-rochelle,0
8266,2017-2018,23,Paris La Défense Arena,Racing 92,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j23/8266-racing-92-toulon,0
8267,2017-2018,24,Stade Mayol,RC Toulon,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8267-toulon-montpellier,0
8268,2017-2018,24,Stade Marcel-Michelin,ASM Clermont,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8268-clermont-bordeaux-begles,0
8269,2017-2018,24,Stade Charles-Mathon,Oyonnax Rugby,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8269-oyonnax-brive,0
8270,2017-2018,24,Stade du Hameau,Section Paloise,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8270-pau-agen,0
8271,2017-2018,24,Stade de Gerland,LOU Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8271-lyon-paris,0
8272,2017-2018,24,Stade Marcel-Deflandre,Stade Rochelais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8272-la-rochelle-castres,0
8273,2017-2018,24,Stade Ernest-Wallon,Stade Toulousain,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j24/8273-toulouse-racing-92,0
